Time,Duration,Voltage,Current
07:22:18,0.00,4.788,0.720
07:22:19,1.02,4.784,0.696
07:22:20,2.04,4.795,0.744
07:22:21,3.05,4.786,0.712
07:22:22,4.06,4.779,0.748
07:22:23,5.08,4.777,0.713
07:22:24,6.09,4.759,0.673
07:22:25,7.10,4.761,0.689
07:22:26,8.11,4.784,0.732
07:22:27,9.12,4.777,0.742
07:22:28,10.13,4.781,0.721
07:22:29,11.14,4.777,0.718
07:22:30,12.14,4.779,0.709
07:22:31,13.15,4.815,0.793
07:22:32,14.17,4.889,0.937
07:22:33,15.18,5.219,1.148
07:22:34,16.19,5.151,1.164
07:22:35,17.20,5.196,1.220
07:22:36,18.20,5.337,1.527
07:22:37,19.22,5.337,1.325
07:22:38,20.23,5.364,1.432
07:22:39,21.24,5.308,1.419
07:22:40,22.24,5.348,1.419
07:22:41,23.25,5.360,1.438
07:22:42,24.26,5.340,1.383
07:22:43,25.27,5.357,1.473
07:22:44,26.28,5.355,1.366
07:22:45,27.29,5.378,1.544
07:22:46,28.30,5.649,1.492
07:22:47,29.31,5.501,1.537
07:22:48,30.32,5.503,1.461
07:22:49,31.33,6.077,1.364
07:22:50,32.34,6.303,1.374
07:22:51,33.35,6.263,1.210
07:22:52,34.37,6.330,1.249
07:22:53,35.38,6.648,1.169
07:22:54,36.39,6.623,1.190
07:22:55,37.40,6.637,1.110
07:22:56,38.41,6.899,1.135
07:22:57,39.42,6.838,1.197
07:22:58,40.44,6.845,1.142
07:22:59,41.45,6.787,1.116
07:23:00,42.46,6.803,1.190
07:23:01,43.47,6.778,1.193
07:23:02,44.48,6.798,1.106
07:23:03,45.49,6.742,1.196
07:23:04,46.50,6.731,1.143
07:23:05,47.52,6.760,1.183
07:23:06,48.52,6.776,1.156
07:23:07,49.54,6.711,1.200
07:23:08,50.54,6.715,1.210
07:23:09,51.56,6.724,1.186
07:23:10,52.56,6.758,1.162
07:23:11,53.57,6.861,1.178
07:23:12,54.58,6.796,1.186
07:23:13,55.59,6.807,1.130
07:23:14,56.59,6.751,1.178
07:23:15,57.61,6.780,1.151
07:23:16,58.62,6.798,1.137
07:23:17,59.63,6.794,1.109
07:23:18,60.64,6.764,1.140
07:23:19,61.64,6.791,1.162
07:23:20,62.65,6.800,1.160
07:23:21,63.66,6.738,1.136
07:23:23,64.67,6.821,1.181
07:23:24,65.68,6.778,1.186
07:23:25,66.70,6.798,1.166
07:23:26,67.71,6.776,1.180
07:23:27,68.71,6.814,1.141
07:23:28,69.73,6.868,1.107
07:23:29,70.74,6.744,1.149
07:23:30,71.76,6.791,1.156
07:23:31,72.77,6.780,1.153
07:23:32,73.78,6.841,1.166
07:23:33,74.79,6.733,1.191
07:23:34,75.81,6.740,1.188
07:23:35,76.82,6.791,1.137
07:23:36,77.82,6.731,1.210
07:23:37,78.83,6.738,1.116
07:23:38,79.84,6.729,1.181
07:23:39,80.84,6.709,1.147
07:23:40,81.86,6.715,1.168
