Time,Duration,Voltage,Current
17:14:26,0.00,-0.116,0.001
17:14:27,1.01,-0.119,0.012
17:14:28,2.03,-0.116,0.007
17:14:29,3.03,-0.116,0.006
17:14:30,4.05,-0.114,0.009
17:14:31,5.06,-0.116,0.012
17:14:32,6.07,-0.119,0.641
17:14:33,7.08,12.026,0.641
17:14:34,8.10,12.023,0.638
17:14:35,9.10,12.021,0.616
17:14:36,10.12,12.021,0.617
17:14:37,11.13,12.019,0.605
17:14:38,12.14,12.017,0.597
17:14:39,13.14,12.017,0.606
17:14:40,14.15,12.017,0.614
17:14:41,15.16,12.017,0.613
17:14:42,16.17,12.017,0.629
17:14:43,17.18,12.014,0.612
17:14:44,18.19,12.014,0.629
17:14:45,19.20,12.014,0.622
17:14:46,20.21,12.012,0.628
17:14:47,21.22,12.012,0.624
17:14:48,22.23,12.010,0.620
17:14:50,23.24,12.014,0.618
17:14:51,24.26,12.012,0.603
17:14:52,25.26,12.012,0.635
17:14:53,26.27,12.012,0.614
17:14:54,27.27,12.014,0.623
17:14:55,28.28,12.012,0.631
17:14:56,29.29,12.012,0.596
17:14:57,30.31,12.010,0.631
17:14:58,31.31,12.008,0.623
17:14:59,32.32,12.012,0.618
17:15:00,33.33,12.012,0.613
17:15:01,34.33,12.010,0.623
17:15:02,35.33,12.010,0.613
17:15:03,36.34,12.010,0.599
17:15:04,37.35,12.008,0.625
17:15:05,38.36,12.008,0.623
17:15:06,39.36,12.010,0.625
17:15:07,40.37,12.008,0.599
17:15:08,41.38,12.005,0.622
17:15:09,42.39,12.008,0.607
17:15:10,43.39,12.008,0.638
17:15:11,44.40,12.005,0.629
17:15:12,45.41,12.005,0.629
17:15:13,46.41,12.005,0.603
17:15:14,47.43,12.003,0.603
17:15:15,48.44,12.005,0.628
17:15:16,49.45,12.005,0.560
17:15:17,50.46,12.003,0.623
17:15:18,51.46,12.001,0.632
17:15:19,52.47,12.001,0.616
17:15:20,53.48,11.994,0.618
17:15:21,54.49,11.994,0.588
17:15:22,55.49,11.994,0.623
17:15:23,56.50,11.996,0.593
17:15:24,57.51,11.994,0.602
17:15:25,58.52,11.994,0.616
17:15:26,59.53,11.996,0.611
17:15:27,60.54,11.994,0.571
17:15:28,61.54,11.994,0.575
17:15:29,62.55,11.996,0.600
17:15:30,63.56,11.996,0.636
17:15:31,64.57,11.992,0.622
17:15:32,65.58,11.994,0.681
17:15:33,66.58,11.994,0.642
17:15:34,67.58,11.994,0.626
17:15:35,68.59,11.996,0.581
17:15:36,69.60,11.992,0.596
17:15:37,70.61,11.988,0.564
17:15:38,71.61,11.988,0.612
17:15:39,72.62,11.985,0.619
17:15:40,73.63,11.988,0.597
17:15:41,74.63,11.985,0.611
17:15:42,75.63,11.985,0.593
17:15:43,76.64,11.988,0.611
17:15:44,77.65,11.990,0.580
17:15:45,78.67,11.992,0.570
17:15:46,79.67,11.988,0.524
17:15:47,80.69,11.988,0.577
17:15:48,81.69,11.994,0.597
17:15:49,82.69,11.992,0.603
17:15:50,83.71,11.992,0.576
17:15:51,84.71,11.990,0.583
17:15:52,85.72,11.990,0.584
17:15:53,86.73,11.988,0.585
17:15:54,87.74,11.985,0.596
17:15:55,88.75,11.992,0.578
17:15:56,89.75,11.990,0.576
17:15:57,90.76,11.988,0.572
17:15:58,91.76,11.990,0.575
17:15:59,92.77,11.983,0.590
17:16:00,93.78,11.983,0.576
17:16:01,94.79,11.981,0.572
17:16:02,95.79,11.981,0.566
17:16:03,96.80,11.965,0.574
17:16:04,97.80,11.978,0.564
17:16:05,98.81,11.978,0.575
17:16:06,99.82,11.978,0.594
17:16:07,100.82,11.978,0.571
17:16:08,101.83,11.976,0.565
17:16:09,102.83,11.976,0.581
17:16:10,103.84,11.978,0.583
17:16:11,104.84,11.978,0.576
17:16:12,105.84,11.976,0.554
17:16:13,106.85,11.976,0.559
17:16:14,107.86,11.976,0.547
17:16:15,108.87,11.974,0.552
17:16:16,109.88,11.969,0.555
17:16:17,110.89,11.972,0.563
17:16:18,111.90,11.972,0.559
17:16:19,112.90,11.972,0.542
17:16:20,113.91,11.972,0.577
17:16:21,114.92,11.972,0.554
17:16:22,115.92,11.974,0.560
17:16:23,116.93,11.969,0.539
17:16:24,117.94,11.967,0.568
17:16:25,118.95,11.967,0.590
17:16:26,119.96,11.960,0.576
17:16:27,120.96,11.960,0.551
17:16:28,121.97,11.963,0.564
17:16:29,122.97,11.956,0.555
17:16:30,123.97,11.958,0.559
17:16:31,124.98,11.958,0.548
17:16:32,125.98,11.960,0.547
17:16:33,126.99,11.960,0.576
17:16:34,128.00,11.958,0.546
17:16:35,129.01,11.958,0.560
17:16:36,130.01,11.958,0.560
17:16:37,131.01,11.958,0.560
17:16:38,132.02,11.960,0.552
17:16:39,133.03,11.956,0.541
17:16:40,134.03,11.956,0.564
17:16:41,135.04,11.956,0.560
17:16:42,136.04,11.958,0.558
17:16:43,137.05,11.956,0.559
17:16:44,138.06,11.958,0.563
17:16:45,139.06,11.956,0.569
17:16:46,140.06,11.956,0.561
17:16:47,141.07,11.958,0.554
17:16:48,142.08,11.956,0.557
17:16:49,143.09,11.956,0.576
17:16:50,144.09,11.956,0.546
17:16:51,145.10,11.954,0.558
17:16:52,146.10,11.954,0.542
17:16:53,147.11,11.954,0.551
17:16:54,148.12,11.956,0.542
17:16:55,149.12,11.952,0.553
17:16:56,150.12,11.954,0.576
17:16:57,151.12,11.952,0.548
17:16:58,152.13,11.954,0.548
17:16:59,153.14,11.952,0.571
17:17:00,154.15,11.954,0.555
17:17:01,155.15,11.952,0.555
17:17:02,156.16,11.952,0.561
17:17:03,157.17,11.954,0.570
17:17:04,158.17,11.952,0.553
17:17:05,159.18,11.954,0.560
17:17:06,160.19,11.949,0.552
17:17:07,161.19,11.949,0.566
17:17:08,162.20,11.949,0.561
17:17:09,163.21,11.952,0.576
17:17:10,164.22,11.952,0.558
17:17:11,165.23,11.949,0.566
17:17:13,166.23,11.949,0.572
17:17:14,167.23,11.947,0.568
17:17:15,168.24,11.949,0.559
17:17:16,169.25,11.949,0.563
17:17:17,170.26,11.945,0.561
17:17:18,171.26,11.947,0.557
17:17:19,172.27,11.947,0.568
17:17:20,173.28,11.947,0.549
17:17:21,174.29,11.947,0.589
17:17:22,175.30,11.947,0.564
17:17:23,176.31,11.947,0.554
17:17:24,177.31,11.947,0.580
17:17:25,178.32,11.947,0.560
17:17:26,179.33,11.947,0.572
17:17:27,180.34,11.947,0.555
17:17:28,181.34,11.945,0.560
17:17:29,182.35,11.949,0.557
17:17:30,183.36,11.947,0.553
17:17:31,184.37,11.947,0.533
17:17:32,185.37,11.945,0.559
17:17:33,186.38,11.943,0.572
17:17:34,187.39,11.945,0.559
17:17:35,188.39,11.945,0.582
17:17:36,189.40,11.947,0.564
17:17:37,190.41,11.945,0.539
17:17:38,191.42,11.947,0.546
17:17:39,192.43,11.945,0.552
17:17:40,193.45,11.945,0.545
17:17:41,194.45,11.945,0.549
17:17:42,195.47,11.947,0.569
17:17:43,196.48,11.945,0.559
17:17:44,197.49,11.945,0.563
17:17:45,198.50,11.943,0.568
17:17:46,199.52,11.945,0.570
17:17:47,200.53,11.945,0.557
17:17:48,201.54,11.945,0.566
17:17:49,202.56,11.945,0.549
17:17:50,203.56,11.943,0.580
17:17:51,204.57,11.943,0.552
17:17:52,205.58,11.943,0.554
17:17:53,206.58,11.945,0.566
17:17:54,207.58,11.945,0.565
17:17:55,208.59,11.943,0.565
17:17:56,209.59,11.943,0.563
17:17:57,210.61,11.943,0.560
17:17:58,211.62,11.945,0.558
17:17:59,212.63,11.943,0.569
17:18:00,213.65,11.943,0.546
17:18:01,214.66,11.943,0.555
17:18:02,215.67,11.943,0.559
17:18:03,216.69,11.943,0.561
17:18:04,217.69,11.943,0.578
17:18:05,218.70,11.940,0.551
17:18:06,219.71,11.940,0.553
17:18:07,220.73,11.940,0.547
17:18:08,221.74,11.940,0.571
17:18:09,222.74,11.943,0.560
17:18:10,223.75,11.940,0.572
17:18:11,224.76,11.940,0.569
17:18:12,225.76,11.943,0.583
17:18:13,226.76,11.940,0.569
17:18:14,227.77,11.940,0.557
17:18:15,228.78,11.940,0.558
17:18:16,229.79,11.940,0.555
17:18:17,230.80,11.940,0.571
17:18:18,231.82,11.940,0.548
17:18:19,232.83,11.943,0.572
17:18:20,233.84,11.940,0.545
17:18:21,234.85,11.940,0.575
17:18:22,235.86,11.940,0.570
17:18:23,236.87,11.940,0.552
17:18:24,237.87,11.940,0.563
17:18:25,238.88,11.940,0.554
17:18:26,239.90,11.940,0.568
17:18:27,240.90,11.943,0.554
17:18:28,241.90,11.940,0.563
17:18:29,242.91,11.940,0.565
17:18:30,243.92,11.938,0.568
17:18:31,244.92,11.938,0.560
17:18:32,245.92,11.938,0.553
17:18:33,246.93,11.940,0.557
17:18:34,247.94,11.940,0.557
17:18:35,248.94,11.940,0.557
17:18:36,249.94,11.938,0.552
17:18:37,250.94,11.940,0.568
17:18:38,251.95,11.940,0.566
17:18:39,252.96,11.938,0.565
17:18:40,253.96,11.938,0.563
17:18:41,254.97,11.938,0.554
17:18:42,255.97,11.940,0.566
17:18:43,256.97,11.938,0.583
17:18:44,257.98,11.940,0.549
17:18:45,258.98,11.940,0.566
17:18:46,259.99,11.940,0.551
17:18:47,260.99,11.940,0.560
17:18:48,262.00,11.938,0.554
17:18:49,263.01,11.938,0.563
17:18:50,264.02,11.938,0.548
17:18:51,265.02,11.938,0.563
17:18:52,266.03,11.938,0.564
17:18:53,267.04,11.940,0.560
17:18:54,268.04,11.940,0.555
17:18:55,269.05,11.938,0.565
17:18:56,270.05,11.938,0.561
17:18:57,271.06,11.938,0.570
17:18:58,272.06,11.938,0.541
17:18:59,273.07,11.940,0.546
17:19:00,274.07,11.938,0.557
17:19:01,275.08,11.938,0.559
17:19:02,276.08,11.938,0.554
17:19:03,277.09,11.936,0.547
17:19:04,278.10,11.936,0.559
17:19:05,279.10,11.938,0.552
17:19:06,280.11,11.938,0.565
17:19:07,281.11,11.938,0.559
17:19:08,282.12,11.936,0.554
17:19:09,283.12,11.938,0.589
17:19:10,284.13,11.938,0.559
17:19:11,285.13,11.938,0.576
17:19:12,286.14,11.938,0.578
17:19:13,287.15,11.938,0.563
17:19:14,288.15,11.938,0.561
17:19:15,289.16,11.938,0.553
17:19:16,290.16,11.936,0.569
17:19:17,291.17,11.938,0.578
17:19:18,292.18,11.936,0.560
17:19:19,293.18,11.940,0.566
17:19:20,294.19,11.938,0.569
17:19:21,295.19,11.938,0.543
17:19:22,296.20,11.938,0.565
17:19:23,297.20,11.938,0.557
17:19:24,298.21,11.936,0.577
17:19:25,299.21,11.938,0.552
17:19:26,300.22,11.936,0.541
17:19:27,301.23,11.938,0.543
17:19:29,302.23,11.936,0.545
17:19:30,303.24,11.936,0.563
17:19:31,304.24,11.936,0.564
17:19:32,305.25,11.936,0.558
17:19:33,306.25,11.936,0.571
17:19:34,307.26,11.936,0.554
17:19:35,308.27,11.936,0.584
17:19:36,309.27,11.938,0.557
17:19:37,310.28,11.936,0.563
17:19:38,311.28,11.936,0.578
17:19:39,312.28,11.936,0.555
17:19:40,313.28,11.936,0.549
17:19:41,314.29,11.936,0.575
17:19:42,315.30,11.936,0.542
17:19:43,316.30,11.936,0.582
17:19:44,317.31,11.936,0.568
17:19:45,318.31,11.936,0.565
17:19:46,319.31,11.936,0.561
17:19:47,320.32,11.938,0.551
17:19:48,321.32,11.936,0.565
17:19:49,322.32,11.936,0.568
17:19:50,323.33,11.936,0.578
17:19:51,324.34,11.936,0.549
17:19:52,325.34,11.938,0.542
17:19:53,326.35,11.936,0.559
17:19:54,327.35,11.934,0.549
17:19:55,328.35,11.936,0.569
17:19:56,329.36,11.936,0.536
17:19:57,330.37,11.936,0.568
17:19:58,331.38,11.936,0.554
17:19:59,332.39,11.934,0.552
17:20:00,333.40,11.936,0.560
17:20:01,334.40,11.934,0.559
17:20:02,335.41,11.936,0.570
17:20:03,336.41,11.934,0.552
17:20:04,337.42,11.936,0.548
17:20:05,338.42,11.936,0.554
17:20:06,339.43,11.934,0.551
17:20:07,340.43,11.934,0.563
17:20:08,341.44,11.936,0.563
17:20:09,342.44,11.936,0.560
17:20:10,343.45,11.934,0.560
17:20:11,344.45,11.934,0.558
17:20:12,345.46,11.934,0.570
17:20:13,346.46,11.938,0.557
17:20:14,347.47,11.936,0.560
17:20:15,348.47,11.934,0.582
17:20:16,349.47,11.934,0.540
17:20:17,350.48,11.934,0.549
17:20:18,351.48,11.934,0.564
17:20:19,352.49,11.934,0.536
17:20:20,353.50,11.934,0.566
17:20:21,354.50,11.934,0.565
17:20:22,355.51,11.931,0.566
17:20:23,356.51,11.931,0.560
17:20:24,357.52,11.931,0.553
17:20:25,358.52,11.931,0.546
17:20:26,359.53,11.931,0.565
17:20:27,360.53,11.931,0.553
17:20:28,361.54,11.931,0.558
17:20:29,362.55,11.936,0.548
17:20:30,363.55,11.934,0.557
17:20:31,364.56,11.934,0.559
17:20:32,365.56,11.934,0.559
17:20:33,366.57,11.934,0.576
17:20:34,367.58,11.934,0.560
17:20:35,368.58,11.931,0.548
17:20:36,369.59,11.934,0.561
17:20:37,370.59,11.931,0.559
17:20:38,371.60,11.931,0.569
17:20:39,372.61,11.931,0.570
17:20:40,373.61,11.931,0.557
17:20:41,374.62,11.931,0.555
17:20:42,375.63,11.931,0.552
17:20:43,376.63,11.931,0.558
17:20:44,377.64,11.931,0.554
17:20:45,378.64,11.929,0.534
17:20:46,379.65,11.931,0.552
17:20:47,380.65,11.931,0.569
