Time,Duration,Voltage,Current
19:09:38,0.00,10.784,0.237
19:09:39,1.00,10.786,0.232
19:09:40,2.00,10.784,0.233
19:09:41,3.00,10.784,0.231
19:09:42,4.00,10.784,0.228
19:09:43,5.00,10.784,0.240
19:09:44,6.00,10.786,0.238
19:09:45,7.01,10.786,0.234
19:09:46,8.01,10.786,0.236
19:09:47,9.01,10.784,0.232
19:09:48,10.01,10.784,0.239
19:09:49,11.01,10.789,0.237
19:09:50,12.02,10.784,0.233
19:09:51,13.02,10.789,0.238
19:09:52,14.02,10.786,0.231
19:09:53,15.02,10.784,0.237
19:09:54,16.02,10.786,0.231
19:09:55,17.03,10.786,0.237
19:09:56,18.03,10.786,0.238
19:09:57,19.03,10.786,0.243
19:09:58,20.03,10.786,0.225
19:09:59,21.03,10.784,0.245
19:10:00,22.03,10.789,0.234
19:10:01,23.03,10.789,0.224
19:10:02,24.04,10.784,0.230
19:10:03,25.04,10.784,0.230
19:10:04,26.04,10.786,0.230
19:10:05,27.04,10.789,0.239
19:10:06,28.04,10.789,0.228
19:10:07,29.04,10.789,0.238
19:10:08,30.04,10.786,0.238
19:10:09,31.04,10.786,0.233
19:10:10,32.05,10.789,0.238
19:10:11,33.05,10.789,0.237
19:10:12,34.05,10.789,0.228
19:10:13,35.05,10.786,0.236
19:10:14,36.05,10.786,0.232
19:10:15,37.05,10.789,0.232
19:10:16,38.05,10.791,0.245
19:10:17,39.05,10.789,0.231
19:10:18,40.06,10.786,0.231
19:10:19,41.06,10.786,0.233
19:10:20,42.06,10.784,0.237
19:10:21,43.06,10.789,0.234
19:10:22,44.06,10.786,0.240
19:10:23,45.06,10.786,0.237
19:10:24,46.06,10.786,0.232
19:10:25,47.06,10.786,0.230
19:10:26,48.07,10.791,0.237
19:10:27,49.07,10.791,0.238
19:10:28,50.07,10.791,0.230
19:10:29,51.07,10.791,0.230
19:10:30,52.07,10.789,0.222
19:10:31,53.07,10.793,0.230
19:10:32,54.07,10.793,0.231
19:10:33,55.07,10.791,0.236
19:10:34,56.07,10.789,0.232
19:10:35,57.07,10.789,0.236
19:10:36,58.07,10.789,0.234
19:10:37,59.08,10.791,0.233
19:10:38,60.08,10.789,0.222
19:10:39,61.08,10.789,0.230
19:10:40,62.08,10.786,0.227
19:10:41,63.08,10.786,0.238
19:10:42,64.08,10.791,0.243
19:10:43,65.09,10.789,0.233
19:10:44,66.09,10.789,0.239
19:10:45,67.09,10.786,0.228
19:10:46,68.09,10.786,0.237
19:10:47,69.09,10.791,0.231
19:10:48,70.09,10.789,0.234
19:10:49,71.09,10.789,0.240
19:10:50,72.09,10.789,0.227
19:10:51,73.09,10.789,0.228
19:10:52,74.10,10.786,0.240
19:10:53,75.10,10.789,0.233
19:10:54,76.10,10.789,0.237
19:10:55,77.10,10.789,0.239
19:10:56,78.10,10.789,0.231
19:10:57,79.10,10.786,0.237
19:10:58,80.11,10.791,0.219
19:10:59,81.11,10.791,0.231
19:11:00,82.11,10.791,0.231
19:11:01,83.11,10.791,0.234
19:11:02,84.11,10.791,0.230
19:11:03,85.11,10.791,0.232
19:11:04,86.11,10.791,0.236
19:11:05,87.13,10.789,0.232
19:11:06,88.16,10.791,0.227
19:11:07,89.16,10.789,0.231
19:11:08,90.16,10.789,0.233
19:11:09,91.16,10.791,0.232
19:11:10,92.17,10.791,0.234
19:11:11,93.17,10.789,0.230
19:11:12,94.18,10.789,0.231
19:11:13,95.18,10.789,0.234
19:11:14,96.18,10.793,0.238
19:11:15,97.20,10.791,0.226
19:11:16,98.22,10.789,0.222
19:11:17,99.22,10.789,0.234
19:11:18,100.22,10.789,0.231
19:11:19,101.23,10.791,0.239
19:11:20,102.23,10.791,0.236
19:11:21,103.23,10.789,0.237
19:11:22,104.24,10.789,0.232
19:11:23,105.24,10.789,0.238
19:11:24,106.24,10.789,0.228
19:11:25,107.24,10.791,0.242
19:11:26,108.24,10.789,0.236
19:11:27,109.24,10.791,0.239
19:11:28,110.25,10.789,0.239
19:11:29,111.25,10.789,0.224
19:11:30,112.25,10.791,0.233
19:11:31,113.26,10.791,0.236
19:11:32,114.26,10.789,0.233
19:11:33,115.26,10.789,0.228
19:11:34,116.26,10.789,0.230
19:11:35,117.26,10.793,0.236
19:11:36,118.27,10.791,0.231
19:11:37,119.27,10.791,0.230
19:11:38,120.27,10.791,0.231
19:11:39,121.27,10.789,0.230
19:11:40,122.27,10.789,0.231
19:11:41,123.27,10.791,0.221
19:11:42,124.28,10.791,0.227
19:11:43,125.28,10.789,0.239
19:11:44,126.28,10.786,0.233
19:11:45,127.28,10.789,0.228
19:11:46,128.28,10.791,0.233
19:11:47,129.28,10.791,0.237
19:11:48,130.29,10.789,0.236
19:11:49,131.29,10.791,0.232
19:11:51,132.29,10.786,0.230
19:11:52,133.29,10.791,0.230
19:11:53,134.29,10.791,0.227
19:11:54,135.29,10.789,0.236
19:11:55,136.29,10.786,0.233
19:11:56,137.30,10.789,0.243
19:11:57,138.30,10.791,0.226
19:11:58,139.30,10.789,0.231
19:11:59,140.30,10.791,0.233
19:12:00,141.30,10.789,0.233
19:12:01,142.31,10.789,0.228
19:12:02,143.31,10.789,0.239
19:12:03,144.31,10.791,0.230
19:12:04,145.31,10.789,0.232
19:12:05,146.31,10.789,0.233
19:12:06,147.31,10.789,0.231
19:12:07,148.32,10.786,0.228
19:12:08,149.32,10.789,0.226
19:12:09,150.32,10.791,0.238
19:12:10,151.33,10.786,0.227
19:12:11,152.34,10.789,0.226
19:12:12,153.34,10.786,0.228
19:12:13,154.34,10.791,0.234
19:12:14,155.34,10.789,0.232
19:12:15,156.34,10.786,0.242
19:12:16,157.35,10.784,0.226
19:12:17,158.35,10.786,0.236
19:12:18,159.35,10.784,0.233
19:12:19,160.35,10.786,0.226
19:12:20,161.35,10.786,0.233
19:12:21,162.35,10.789,0.240
19:12:22,163.35,10.789,0.242
19:12:23,164.36,10.784,0.227
19:12:24,165.36,10.789,0.236
19:12:25,166.36,10.786,0.237
19:12:26,167.36,10.786,0.243
19:12:27,168.36,10.786,0.233
19:12:28,169.36,10.786,0.233
19:12:29,170.37,10.789,0.233
19:12:30,171.37,10.789,0.236
19:12:31,172.37,10.786,0.233
19:12:32,173.37,10.789,0.225
19:12:33,174.37,10.786,0.234
19:12:34,175.37,10.786,0.236
19:12:35,176.38,10.786,0.226
19:12:36,177.38,10.789,0.226
19:12:37,178.38,10.786,0.234
19:12:38,179.38,10.784,0.233
19:12:39,180.38,10.786,0.230
19:12:40,181.38,10.786,0.227
19:12:41,182.38,10.786,0.233
19:12:42,183.39,10.786,0.231
19:12:43,184.39,10.784,0.224
19:12:44,185.39,10.784,0.231
19:12:45,186.39,10.789,0.227
19:12:46,187.39,10.786,0.234
19:12:47,188.39,10.786,0.236
19:12:48,189.40,10.786,0.233
19:12:49,190.40,10.784,0.234
19:12:50,191.40,10.782,0.234
19:12:51,192.40,10.786,0.232
19:12:52,193.40,10.786,0.236
19:12:53,194.40,10.786,0.227
19:12:54,195.40,10.786,0.239
19:12:55,196.41,10.784,0.231
19:12:56,197.41,10.789,0.228
19:12:57,198.41,10.786,0.227
19:12:58,199.41,10.784,0.238
19:12:59,200.41,10.784,0.226
19:13:00,201.41,10.784,0.236
19:13:01,202.41,10.786,0.237
19:13:02,203.42,10.786,0.233
19:13:03,204.42,10.786,0.228
19:13:04,205.42,10.784,0.225
19:13:05,206.42,10.784,0.236
19:13:06,207.42,10.782,0.231
19:13:07,208.42,10.786,0.228
19:13:08,209.42,10.784,0.237
19:13:09,210.43,10.784,0.232
19:13:10,211.43,10.784,0.227
19:13:11,212.43,10.784,0.224
19:13:12,213.43,10.784,0.240
19:13:13,214.43,10.784,0.230
19:13:14,215.43,10.784,0.236
19:13:15,216.44,10.782,0.236
19:13:16,217.44,10.780,0.236
19:13:17,218.44,10.784,0.232
19:13:18,219.44,10.782,0.232
19:13:19,220.44,10.782,0.227
19:13:20,221.45,10.782,0.233
19:13:21,222.45,10.780,0.238
19:13:22,223.45,10.778,0.238
19:13:23,224.45,10.782,0.225
19:13:24,225.45,10.780,0.233
19:13:25,226.45,10.780,0.243
19:13:26,227.45,10.780,0.237
19:13:27,228.46,10.778,0.222
19:13:28,229.46,10.782,0.238
